distribuidora,subestacion,tension_kv,provincia,n_eventos_hist,años_distintos,trimestre_patron,concentracion_pct,avg_delta_mw,max_delta_mw,ultimo_evento,ventana_inicio,ventana_fin,estado_ventana,confianza,fechas_historicas,proyectos_ids,proyectos_estados
iDE,FUENCA.M T2,20.0,MADRID,2,1,4,100.0,16.5,16.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LEGANES T5,15.0,MADRID,2,1,4,100.0,16.5,16.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MIRAFL/B    66.000,66.0,MADRID,2,1,4,100.0,16.5,19.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,C.VIEJO B  66.000,66.0,MADRID,2,1,4,100.0,16.4,19.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LAVANDERB   66.000,66.0,MADRID,2,1,4,100.0,16.3,18.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LUCERO T2,15.0,MADRID,2,1,4,100.0,15.9,15.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,S.AGUSTIN B 66.000,66.0,MADRID,2,1,4,100.0,15.9,17.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VINALESA T3,20.0,VALENCIA,2,1,4,100.0,15.8,16.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,LEPE,15.0,Huelva,2,1,1,100.0,15.7,16.1,2022-03-01,2027-01-01,2027-03-31,en 221d,0.56,2022-01-01|2022-03-01,,
iDE,T.CANTOS T3,20.0,MADRID,2,1,4,100.0,15.6,17.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,T.CANTOS T4,20.0,MADRID,2,1,4,100.0,15.6,17.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,TCANTOS A1   66.000,66.0,MADRID,2,1,4,100.0,15.6,17.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARAVACA T3,20.0,MADRID,2,1,4,100.0,15.5,21.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,C.FREGAC T1,15.0,MADRID,2,1,4,100.0,15.3,15.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ESTREL.M T11,15.0,MADRID,2,1,4,100.0,14.8,15.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,FUENCA.M T3,20.0,MADRID,2,1,4,100.0,14.7,19.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VINALESA T4,20.0,VALENCIA,2,1,4,100.0,14.1,14.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,C.VIEJO T2,20.0,MADRID,2,1,4,100.0,13.9,13.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LAVANDER T1,20.0,MADRID,2,1,4,100.0,13.7,13.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LAVANDER T2,20.0,MADRID,2,1,4,100.0,13.7,13.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,ARROYO.V T21,20.0,MADRID,2,1,4,100.0,12.7,19.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VRREAL.S T11,20.0,CASTELLÓN,2,1,4,100.0,12.5,12.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
REE,MARZAGAN,66.0,,2,1,1,100.0,12.0,15.0,2024-03-01,2027-01-01,2027-03-31,en 221d,0.56,2024-01-02|2024-03-01,,
iDE,DAGANZO T1,20.0,MADRID,2,1,4,100.0,11.5,11.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,RETAMAR T9,15.0,MADRID,2,1,4,100.0,10.5,14.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-11-01,,
iDE,CANTABRI T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,CANTABRI T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,CASCAJOS T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,CASCAJOS T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,CENICERO T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LANORIAS T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LANORIAS T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LASCANAS T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LASCANAS T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LOGRONO T3,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LOGRONO T4,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,NAJERA T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,NAJERA T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,OYON T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,OYON T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VAREA T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VMEDIANA T1,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VMEDIANA T2,66.0,LA RIOJA,2,1,3,100.0,10.3,15.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
Endesa,BARTOLOME,20.0,Las Palmas,2,1,4,100.0,10.1,11.0,2021-12-01,2026-10-01,2026-12-31,en 129d,0.56,2021-11-01|2021-12-01,,
iDE,CH T. RIO,66.0,NAVARRA,2,1,3,100.0,10.1,14.6,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,PANZARES T1,66.0,LA RIOJA,2,1,3,100.0,10.1,14.7,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,PANZARES T2,66.0,LA RIOJA,2,1,3,100.0,10.1,14.7,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LANORIAS T1,13.0,LA RIOJA,2,1,3,100.0,9.8,14.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LANORIAS T2,13.0,LA RIOJA,2,1,3,100.0,9.8,14.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LASCANAS T1,13.0,LA RIOJA,2,1,3,100.0,9.8,14.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LASCANAS T2,13.0,LA RIOJA,2,1,3,100.0,9.8,14.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VMEDIANA T1,13.0,LA RIOJA,2,1,3,100.0,9.8,14.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
Endesa,AGROALIM,15.0,Cádiz,2,1,1,100.0,9.7,9.9,2022-03-01,2027-01-01,2027-03-31,en 221d,0.56,2022-02-01|2022-03-01,,
iDE,CORDOVIL    66.000,66.0,NAVARRA,2,1,4,100.0,9.7,9.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
Endesa,POLIGON,15.0,Baleares,2,1,2,100.0,9.6,9.8,2022-05-01,2026-04-01,2026-06-30,EN_CURSO,0.56,2022-04-01|2022-05-01,,
iDE,CANTABRI T2,13.0,LA RIOJA,2,1,3,100.0,9.6,13.7,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,PIARROYO 15,15.0,MADRID,2,1,4,100.0,9.6,9.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CASCAJOS T1,13.0,LA RIOJA,2,1,3,100.0,9.3,13.0,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,CASCAJOS T2,13.0,LA RIOJA,2,1,3,100.0,9.3,13.0,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VAREA T2,13.0,LA RIOJA,2,1,3,100.0,9.3,13.0,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,VENTEROS A2    66.000,66.0,MADRID,2,1,4,100.0,9.3,9.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,VALLADOLID T22 13,13.2,VALLADOLID,2,1,4,100.0,8.8,12.6,2025-10-03,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-10-03,,
iDE,VALLADOLID T11 13,13.2,VALLADOLID,2,1,4,100.0,8.7,9.0,2025-10-03,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-10-03,,
iDE,ALDAIA T1,20.0,VALENCIA,2,1,4,100.0,8.6,10.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LAGUARDIA T1,66.0,ÁLAVA,2,1,3,100.0,8.6,11.7,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
Endesa,TORRERO,10.0,Zaragoza,2,1,2,100.0,8.2,8.8,2022-05-01,2026-04-01,2026-06-30,EN_CURSO,0.56,2022-04-01|2022-05-01,,
iDE,BBVA        66.000,66.0,MADRID,2,1,4,100.0,8.2,8.3,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LOGRONO T52,13.2,LA RIOJA,2,1,4,100.0,8.1,11.2,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-12-01,,
iDE,CAMPOAMOR T1,20.0,ALICANTE,2,1,4,100.0,8.0,8.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,CANTABRI T1,13.0,LA RIOJA,2,1,3,100.0,7.6,9.6,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
REE,CUESTA DE LA VILLA,66.0,,2,1,3,100.0,7.5,10.0,2024-08-01,2026-07-01,2026-09-30,en 37d,0.56,2024-07-01|2024-08-01,,
iDE,BRTOBIA T2,66.0,LA RIOJA,2,1,3,100.0,7.3,9.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LENTISCA T1,66.0,LA RIOJA,2,1,3,100.0,7.3,9.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LENTISCA T2,66.0,LA RIOJA,2,1,3,100.0,7.3,9.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LL.CUART T1,20.0,VALENCIA,2,1,4,100.0,7.0,7.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,LENTISCA T1,13.0,LA RIOJA,2,1,3,100.0,6.8,8.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LENTISCA T2,13.0,LA RIOJA,2,1,3,100.0,6.8,8.1,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,BECHI T1,20.0,CASTELLÓN,2,1,4,100.0,6.5,7.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-01|2025-11-01,,
iDE,MANSILLA T1,66.0,LA RIOJA,2,1,3,100.0,6.4,7.3,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,ALBELDA T2,66.0,LA RIOJA,2,1,3,100.0,5.5,5.5,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,PANZARES T2,20.0,LA RIOJA,2,1,3,100.0,5.5,5.5,2024-09-26,2026-07-01,2026-09-30,en 37d,0.56,2024-07-23|2024-09-26,,
iDE,LABRADNA T1,13.2,NAVARRA,2,1,4,100.0,5.2,5.2,2025-12-01,2026-10-01,2026-12-31,en 129d,0.56,2025-10-03|2025-12-01,,
REE,SANT FOST,220.0,,3,2,2,66.7,191.7,390.0,2025-05-05,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-02-01|2024-04-01|2025-05-05,,
REE,BOADILLA,220.0,,3,2,3,66.7,154.0,182.0,2025-09-01,2026-07-01,2026-09-30,en 37d,0.557,2024-02-01|2024-09-02|2025-09-01,,
iDE,CABAÑAL     132.00,132.0,VALENCIA,3,2,4,66.7,150.4,323.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2024-12-02|2025-11-01,,
iDE,MELANCOL    132.00,132.0,MADRID,3,2,4,66.7,146.0,199.2,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-06-25|2025-10-01|2025-11-01,,
REE,FUENTEBUREBA,400.0,,3,2,1,66.7,132.0,201.0,2025-03-03,2027-01-01,2027-03-31,en 221d,0.557,2024-07-01|2025-02-03|2025-03-03,,
REE,SAGUNTUM,220.0,,3,2,2,66.7,100.0,150.0,2025-04-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-06-03|2024-12-02|2025-04-01,,
iDE,ALCIRA      66.000,66.0,VALENCIA,3,2,4,66.7,89.8,156.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-12-02|2025-01-30|2025-11-01,,
UFD,LAS MERCEDES,45.0,MADRID,3,2,1,66.7,86.3,129.5,2024-05-21,2027-01-01,2027-03-31,en 221d,0.557,2022-02-27|2024-03-21|2024-05-21,,
iDE,LOGROÑO     66.000,66.0,LA RIOJA,3,2,4,66.7,81.3,140.1,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
UFD,COSLADA,45.0,MADRID,3,2,1,66.7,77.0,111.0,2024-05-21,2027-01-01,2027-03-31,en 221d,0.557,2022-02-27|2024-02-22|2024-05-21,,
REE,PIEROLA,220.0,,3,2,2,66.7,76.7,135.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2025-06-02|2025-07-01|2026-05-01,,
REE,FUENLABRADA,220.0,,3,2,3,66.7,74.7,123.0,2025-04-01,2026-07-01,2026-09-30,en 37d,0.557,2024-07-01|2024-08-01|2025-04-01,,
REE,FUENTES DE LA ALCARRIA,400.0,,3,2,3,66.7,69.7,80.0,2025-03-03,2026-07-01,2026-09-30,en 37d,0.557,2024-07-01|2024-08-01|2025-03-03,prj_00389|prj_01948|prj_01949,otorgado|favorable|informacion_publica
REE,LA PALOMA,220.0,,3,2,1,66.7,69.0,131.0,2026-05-01,2027-01-01,2027-03-31,en 221d,0.557,2024-01-02|2024-02-01|2026-05-01,,
REE,SANTIAGO,220.0,,3,2,2,66.7,68.0,150.0,2025-05-05,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-05-16|2024-10-01|2025-05-05,,
Endesa,MOGENT,110.0,Barcelona,3,2,4,66.7,64.2,106.1,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2022-04-01|2025-10-01|2025-12-01,,
Endesa,OLOT,132.0,Girona,3,2,4,66.7,61.4,83.9,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-12-01|2026-05-01,,
UFD,BARRIO DEL JARAMA,45.0,MADRID,3,2,1,66.7,54.4,95.4,2024-05-21,2027-01-01,2027-03-31,en 221d,0.557,2022-02-27|2024-03-21|2024-05-21,,
Endesa,BORNOS,66.0,Cádiz,3,2,1,66.7,49.8,66.7,2022-03-01,2027-01-01,2027-03-31,en 221d,0.557,2021-11-01|2022-02-01|2022-03-01,,
REE,CORDOVILLA,220.0,,3,2,2,66.7,49.7,50.0,2026-02-20,2026-04-01,2026-06-30,EN_CURSO,0.557,2025-04-01|2025-05-05|2026-02-20,,
iDE,GALAPAG A1    66.000,66.0,MADRID,3,2,4,66.7,47.5,75.8,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
UFD,CANGAS 2,66.0,PONTEVEDRA,3,2,1,66.7,41.4,49.6,2025-01-27,2027-01-01,2027-03-31,en 221d,0.557,2022-03-27|2022-09-28|2025-01-27,,
REE,ERISTE,220.0,,3,2,2,66.7,40.0,80.0,2025-04-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-04-01|2024-12-02|2025-04-01,,
iDE,SMR EUST BA1,45.0,MADRID,3,2,4,66.7,39.0,39.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-03-22|2025-10-01|2025-11-01,,
REE,ALMAZAN,400.0,,3,2,4,66.7,37.3,50.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2024-08-01|2024-12-02|2025-12-01,,
iDE,LEGANES A2   45.000,45.0,MADRID,3,2,4,66.7,36.8,47.9,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-05-01,,
Endesa,SANTUARI,66.0,Córdoba,3,2,2,66.7,36.3,69.1,2022-06-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2021-11-01|2022-04-01|2022-06-01,,
REE,CAPARACENA,400.0,,3,2,4,66.7,35.3,40.0,2025-10-01,2026-10-01,2026-12-31,en 129d,0.557,2024-08-01|2024-12-02|2025-10-01,,
Endesa,LLORET,110.0,Girona,3,2,2,66.7,34.2,55.5,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-04-01|2026-03-01|2026-05-01,,
iDE,LEGANES A1   45.000,45.0,MADRID,3,2,4,66.7,33.4,44.9,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-05-01,,
Endesa,LAGELTRU,110.0,Barcelona,3,2,2,66.7,33.2,68.8,2022-06-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2021-08-01|2022-04-01|2022-06-01,,
REE,GUIA DE ISORA,66.0,,3,2,4,66.7,31.0,33.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2024-12-02|2025-07-01|2025-12-01,,
REE,VALDECONEJOS,220.0,,3,2,2,66.7,31.0,50.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2025-06-02|2025-12-01|2026-05-01,,
Endesa,COLON,50.0,Huelva,3,2,1,66.7,30.8,50.0,2026-05-01,2027-01-01,2027-03-31,en 221d,0.557,2022-03-01|2026-03-01|2026-05-01,,
REE,COMPLUTUM,220.0,,3,2,2,66.7,29.3,38.0,2025-09-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-04-01|2024-06-03|2025-09-01,,
REE,PUENTES G.R.,400.0,,3,2,3,66.7,28.7,50.0,2025-09-01,2026-07-01,2026-09-30,en 37d,0.557,2024-05-16|2025-08-01|2025-09-01,,
REE,CANDELARIA,66.0,,3,2,3,66.7,28.3,57.0,2025-08-01,2026-07-01,2026-09-30,en 37d,0.557,2024-12-02|2025-07-01|2025-08-01,,
iDE,F.S.LUIS T1,20.0,VALENCIA,3,2,4,66.7,28.2,34.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,ST LAJARA   30.000,30.0,VIZCAYA,3,2,2,66.7,28.1,45.8,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2025-04-11|2025-10-03|2026-05-01,,
iDE,POZUELO T4,20.0,MADRID,3,2,4,66.7,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ROZAS1 T1,20.0,MADRID,3,2,4,66.7,27.9,27.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ROZAS1 T2,20.0,MADRID,3,2,4,66.7,27.8,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ESCORIAL A2 66.000,66.0,MADRID,3,2,4,66.7,27.7,34.3,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
iDE,MAJADAHO T4,20.0,MADRID,3,2,4,66.7,27.7,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,POZUELO T2,20.0,MADRID,3,2,4,66.7,27.7,27.8,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,ROZAS1 T3,20.0,MADRID,3,2,4,66.7,27.6,27.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,EL GRAO T4,20.0,VALENCIA,3,2,4,66.7,27.2,27.6,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-04-29|2025-10-01|2025-11-01,,
iDE,F.S.LUIS T3,20.0,VALENCIA,3,2,4,66.7,27.2,33.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-08-27|2025-10-01|2025-11-01,,
iDE,MAJADAHO T5,20.0,MADRID,3,2,4,66.7,27.1,27.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,BENICULL T1,20.0,VALENCIA,3,2,4,66.7,26.2,34.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,FORTUNA T3,15.0,MADRID,3,2,4,66.7,26.1,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-01-31|2025-10-01|2025-11-01,,
iDE,MAJADAHO T6,20.0,MADRID,3,2,4,66.7,26.1,26.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
iDE,MORALZAR A1  66.000,66.0,MADRID,3,2,4,66.7,26.0,34.8,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
iDE,CERCEDILL A1 66.000,66.0,MADRID,3,2,4,66.7,25.9,32.4,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
REE,MATAPORQUERA,220.0,,3,2,3,66.7,25.3,46.0,2025-08-01,2026-07-01,2026-09-30,en 37d,0.557,2024-02-01|2025-07-01|2025-08-01,,
iDE,F.S.LUIS T2,20.0,VALENCIA,3,2,4,66.7,25.2,30.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,LEGANES B1   45.000,45.0,MADRID,3,2,4,66.7,25.2,27.9,2026-05-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-05-01,,
iDE,POZUELO T1,20.0,MADRID,3,2,4,66.7,24.8,24.9,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-07-23|2025-10-01|2025-11-01,,
REE,SIERO,220.0,,3,2,2,66.7,24.7,55.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2024-02-01|2024-05-16|2026-05-01,,
iDE,VILLALBA B1 66.000,66.0,MADRID,3,2,4,66.7,24.7,31.5,2026-03-01,2026-10-01,2026-12-31,en 129d,0.557,2025-10-01|2025-11-01|2026-03-01,,
Endesa,ABRERA,25.0,Barcelona,3,2,4,66.7,24.6,39.4,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2021-09-01|2025-10-01|2025-12-01,,
iDE,LIRIA       66.000,66.0,VALENCIA,3,2,4,66.7,24.5,28.7,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-12-02|2025-02-26|2025-11-01,,
REE,MIRABAL,220.0,,3,2,4,66.7,24.0,35.0,2025-12-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-02|2024-12-02|2025-12-01,,
iDE,LA PUNTA T2,20.0,VALENCIA,3,2,4,66.7,23.7,28.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
iDE,MORVEDRE T2,20.0,VALENCIA,3,2,4,66.7,23.7,30.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-01-31|2025-10-01|2025-11-01,,
REE,MURUARTE,400.0,,3,2,2,66.7,23.3,43.0,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2025-04-01|2025-07-01|2026-05-01,,
iDE,RETAMAR T10,15.0,MADRID,3,2,4,66.7,23.3,35.0,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-08-27|2025-10-01|2025-11-01,,
iDE,LA LLOMA T1,20.0,ALICANTE,3,2,4,66.7,23.2,27.4,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-02-28|2025-10-01|2025-11-01,,
Endesa,FRANQUESES,25.0,Barcelona,3,2,2,66.7,22.7,43.5,2026-05-01,2026-04-01,2026-06-30,EN_CURSO,0.557,2022-04-01|2026-03-01|2026-05-01,,
iDE,LA PUNTA T1,20.0,VALENCIA,3,2,4,66.7,22.7,26.5,2025-11-01,2026-10-01,2026-12-31,en 129d,0.557,2024-09-26|2025-10-01|2025-11-01,,
