distribuidora,subestacion,tension_kv,provincia,n_eventos,mes_top,mes_top_pct,trimestre_top,tri_top_pct,avg_delta_mw,max_delta_mw,patron_claro,fechas_eventos
UFD,LASTRAS DEL POZO,15.0,SEGOVIA,2,2,50.0,1,50.0,5.4,5.8,True,2025-02-25|2025-12-01
iDE,BENADRES T1,20.0,CASTELLÓN,2,6,50.0,2,50.0,5.3,5.4,True,2024-06-25|2024-09-26
UFD,LA SENDILLA,45.0,MADRID,2,2,50.0,1,50.0,5.2,5.2,True,2022-02-27|2022-09-28
iDE,CANTALAR T1,20.0,ALICANTE,2,2,50.0,1,50.0,5.2,5.3,True,2024-02-28|2025-10-03
iDE,LABRADNA T1,13.2,NAVARRA,2,10,50.0,4,100.0,5.2,5.2,True,2025-10-03|2025-12-01
Endesa,GUADALCA,20.0,Cádiz,2,9,50.0,3,50.0,5.1,5.2,True,2021-09-01|2022-01-01
REE,POLIGONO BALEARES,66.0,,2,10,50.0,4,50.0,5.0,5.0,True,2025-10-01|2026-05-01
iDE,RETAMAR     45.000,45.0,MADRID,14,2,21.4,1,35.7,37.4,49.4,False,2024-02-28|2024-05-29|2024-06-25|2024-07-23|2024-08-27|2024-09-26|2024-10-29|2024-11-15|2024-12-02|2025-01-30|2025-01-30|2025-02-26|2025-02-26|2025-04-11
iDE,LEGANES     45.000,45.0,MADRID,14,2,14.3,4,28.6,18.9,48.1,False,2024-02-28|2024-05-29|2024-06-25|2024-07-23|2024-08-27|2024-09-26|2024-09-26|2024-10-29|2024-10-29|2024-11-15|2024-12-02|2025-01-30|2025-02-26|2025-04-11
Endesa,Cardedeu,2.37073201,Barcelona,12,9,8.3,3,25.0,115.3,117.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Caspe,0.05781905,Zaragoza,12,9,8.3,3,25.0,113.6,113.6,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
REE,VILLIMAR,220.0,,12,2,16.7,3,33.3,113.0,726.0,False,2024-02-01|2024-05-16|2024-08-01|2024-10-01|2024-11-04|2025-04-01|2025-06-02|2025-07-01|2025-08-01|2025-09-01|2025-12-01|2026-02-20
Endesa,Juià,2.9006823,Girona,12,9,8.3,3,25.0,111.6,118.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vic,2.28212219,Barcelona,12,9,8.3,3,25.0,109.4,116.4,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Roca del Vallès, La",2.32009053,Barcelona,12,9,8.3,3,25.0,107.4,111.4,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Bescanó,2.69518193,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Fornells de la Selva,2.79466435,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Llançà,3.14342105,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Lleida,0.66797017,Lleida,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Montanuy,0.73552684,Huesca,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Montmeló,2.25462001,Barcelona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Olot,2.49107127,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Palau-saverdera,3.13727483,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Pont de Suert, El",0.73893089,Lleida,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Ripoll,2.20290158,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sallent,1.88522529,Barcelona,12,9,8.3,3,25.0,107.0,111.7,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Salt,2.80125011,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Feliu de Buixalleu,2.57043035,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Santa Coloma de Gramenet,2.1912105,Barcelona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Valderrobres,0.16222642,Teruel,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Vall de Boí, La",0.81122807,Lleida,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vilamalla,2.99106828,Girona,12,9,8.3,3,25.0,107.0,107.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Cercs,1.85822678,Barcelona,12,9,8.3,3,25.0,105.0,105.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Laspuña,0.14945171,Huesca,12,9,8.3,3,25.0,102.0,102.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Tella-Sin,0.19784834,Huesca,12,9,8.3,3,25.0,102.0,102.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Binéfar,0.30427256,Huesca,12,9,8.3,3,25.0,100.7,100.7,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Santa Margarida de Montbui,1.59779006,Barcelona,12,9,8.3,3,25.0,100.5,100.5,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.13780495,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.13789725,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.14892294,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.17209222,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.1895794,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Girona,2.80332508,Girona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Hospitalet de Llobregat, L`",2.10579365,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Hospitalet de Llobregat, L`",2.12287297,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Mataró,2.45340813,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Reus,1.10649463,Tarragona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sabadell,2.10046153,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Adrià de Besòs,2.22823667,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Joan Despí,2.06615772,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Terrassa,2.02218178,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Terrassa,2.05606443,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Vilanova i la Geltrú,1.71627775,Barcelona,12,9,8.3,3,25.0,99.0,99.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Navàs,1.71260431,Barcelona,12,9,8.3,3,25.0,96.0,96.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Fraga,0.39634151,Huesca,12,9,8.3,3,25.0,95.0,95.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Ulldecona,0.37021627,Tarragona,12,9,8.3,3,25.0,94.0,94.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Cambrils,1.03818037,Tarragona,12,9,8.3,3,25.0,93.5,106.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Tordera,2.73174871,Barcelona,12,9,8.3,3,25.0,91.7,95.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Constantí,1.18723999,Tarragona,12,9,8.3,3,25.0,91.5,101.5,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Santa Cecília de Voltregà,2.23054293,Barcelona,12,9,8.3,3,25.0,87.0,87.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Martorell,1.90720125,Barcelona,12,9,8.3,3,25.0,86.1,86.3,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Aitona,0.46136959,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Ampolla, L`",0.67145005,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Amposta,0.56120355,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Badalona,2.24006149,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barberà del Vallès,2.14231474,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Barcelona,2.10328514,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Baronia de Rialb, La",1.19705549,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Bell-lloc d`Urgell,0.77732673,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Bellcaire d`Empordà,3.09835221,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Benavent de Segrià,0.61498579,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Calella,2.64968674,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Castell-Platja d`Aro,3.03461439,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Cerdanyola del Vallès,2.11700899,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Flix,0.54861023,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Fontanals de Cerdanya,1.89552243,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Hospitalet de Llobregat, L`",2.09958149,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Hostalets de Pierola, Els",1.82965854,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Llavorsí,1.21297683,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Lleida,0.66386668,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Lloret de Mar,2.86317362,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Manresa,1.80899857,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Manresa,1.83931326,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Martorelles,2.23953683,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Mataró,2.42304648,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Mollerussa,0.88904649,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Monistrol de Montserrat,1.85083869,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Montcada i Reixac,2.17843376,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Naut Aran,0.87705269,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Naut Aran,0.92976048,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Palafrugell,3.15102557,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Palol de Revardit,2.82209557,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Peramola,1.29393656,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Pobla de Segur, La",0.97372089,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Polinyà,2.17278213,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Pradell de la Teixeta,0.88826899,Tarragona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,"Prat de Llobregat, El",2.12782553,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Premià de Dalt,2.33470904,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Rubí,2.02329955,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Boi de Llobregat,2.04074575,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Celoni,2.47087135,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Fost de Campsentelles,2.21819657,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Hilari Sacalm,2.49583476,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sant Pere de Ribes,1.7491368,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Santa Susanna,2.69674413,Barcelona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Seira,0.43619352,Huesca,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sils,2.75240074,Girona,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
Endesa,Sort,1.12997079,Lleida,12,9,8.3,3,25.0,85.0,85.0,False,2022-09-01|2022-10-01|2022-11-01|2022-12-01|2023-01-01|2023-02-01|2023-03-01|2023-04-01|2023-05-01|2023-06-01|2023-07-01|2023-08-01
